dbn,school_name,boro,location,phone_number,fax_number,school_email,website,subway,bus,total_students,start_time,end_time,primary_address_line_1,city,Postcode,state_code,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
24Q610,Aviation Career & Technical Education High School,Q,"45-30 36th Street, Long Island City NY 11101(40.743309, -73.929577)",718-361-2032,718-784-8654,24Q610@schools.nyc.gov,www.aviationhs.net,7 to 33rd St,"B24, Q32, Q39, Q60, Q67",2114,8am,3:30pm,45-30 36th Street,Long Island City,11101,NY,QUEENS   ,40.743309,-73.929577,2,26,179,4436685,4002260001,Hunters Point-Sunnyside-West Maspeth                                       
30Q450,Long Island City High School,Q,"14-30 Broadway, Astoria NY 11106(40.765881, -73.933907)",718-545-7095,718-545-2980,licinfo@schools.nyc.gov,longislandcityhs.schoolwires.net,"N, Q to Broadway","Q100, Q102, Q103, Q104, Q18, Q19, Q66, Q69",2090,8:10am,3:39pm,14-30 Broadway,Astoria,11106,NY,QUEENS   ,40.765881,-73.933907,1,22,45,4467709,4005290002,Astoria                                                                    
09X564,Claremont International High School,X,"240 East 172nd Street, Bronx NY 10457(40.839307, -73.911366)",718-410-4001,718-410-4038,Edemchak@schools.nyc.gov,schools.nyc.gov/SchoolPortals/09/X564,"4, B, D to 170th St","Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",377,8:40am,3:19pm,240 East 172nd Street,Bronx,10457,NY,BRONX    ,40.839307,-73.911366,4,16,225,2007806,2028170002,East Concourse-Concourse Village                                           
31R455,Tottenville High School,R,"100 Luten Avenue, Staten Island NY 10312(40.528152, -74.193431)",718-668-8800,718-317-0962,31R455@schools.nyc.gov,www.tottenvillehs.net,SIR to Huguenot,"S55, S56, S59, S78, X17, X17J, X19",3911,8am,2:20pm,100 Luten Avenue,Staten Island,10312,NY,STATEN IS,40.528152,-74.193431,3,51,198,5082634,5066130001,Annadale-Huguenot-Prince's Bay-Eltingville                                 
02M407,Institute for Collaborative Education (ICE),M,"345 East 15th Street, Manhattan NY 10003(40.732665, -73.98259)",212-475-7972,212-475-0459,ICEadmissions@gmail.com,iceschoolnyc.org,"4, 5, 6, N, Q, R to 14th St-Union Square; L to 1st Ave","BM1, BM2, BM3, BM4, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M8, M9, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",486,8am,3pm,345 East 15th Street,Manhattan,10003,NY,MANHATTAN,40.73266,-73.98259,6,2,48,1020419,1009220008,Gramercy                                                                   
10X477,Marble Hill High School for International Studies,X,"99 Terrace View Avenue, Bronx NY 10463(40.877379, -73.912686)",718-561-0973,718-561-5612,Ireyes@marblehillschool.org,Marblehillschool.org,1 to Marble Hill-225th St,"Bx1, Bx10, Bx2, Bx20, Bx7, Bx9, BxM1, BxM18, BxM2, M100, S54, S57, S61, S91, X10, X10B, X11, X17, X17A, X19, X31",429,8:30am,4:40pm,99 Terrace View Avenue,Bronx,10463,NY,BRONX    ,40.877379,-73.912686,8,10,309,1064532,1022150080,Marble Hill-Inwood                                                         
15K684,Millennium Brooklyn High School,K,"237 7th Avenue, Brooklyn NY 11215(40.669255, -73.97858)",718-832-4333,718-499-2126,lbaumgarten@schools.nyc.gov,millenniumbrooklynhs.org,"F, G to 7th Ave; R to 4th Ave-9th St","B103, B61, B63, B67, B69",654,8am,2:30pm,237 7th Avenue,Brooklyn,11215,NY,BROOKLYN ,40.66925,-73.97858,6,39,155,3025510,3010820001,Park Slope-Gowanus                                                         
10X351,Bronx Collaborative High School,X,"100 West Mosholu Parkway South, Bronx NY 10468(40.879958, -73.889011)",718-543-1023,718-543-1029,newstudentinfo@bxchs.org,bxchs.org,4 to Mosholu Parkway; D to Bedford Park Blvd,"Bx1, Bx10, Bx16, Bx2, Bx22, Bx26, Bx28, Bx30, Bx34, Bx38, BxM3, BxM4",488,9:03am,3:23pm,100 West Mosholu Parkway South,Bronx,10468,NY,BRONX    ,40.879958,-73.889011,7,11,409,2095215,2032510201,Van Cortlandt Village                                                      
09X227,Bronx Collegiate Academy,X,"240 East 172nd Street, Bronx NY 10457(40.839307, -73.911366)",718-410-4077,718-340-3659,gadon@bxcollegiate.org,sites.google.com/site/bronxcollegiateacademy,"4, B, D to 170th St","Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",407,8:30am,3:30pm,240 East 172nd Street,Bronx,10457,NY,BRONX    ,40.839307,-73.911366,4,16,225,2007806,2028170002,East Concourse-Concourse Village                                           
31R450,Curtis High School,R,"105 Hamilton Avenue, Staten Island NY 10301(40.645436, -74.082149)",718-390-1800,718-556-4800,76R450@schools.nyc.gov,www.curtishs.org,SIR to St. George,"S40, S42, S44, S46, S48, S51, S52, S61, S62, S66, S74, S76, S78, S81, S84, S86, S90, S91, S92, S94, S96, S98",2558,9am,3:30pm,105 Hamilton Avenue,Staten Island,10301,NY,STATEN IS,40.645436,-74.082149,1,49,7,5106483,5000220001,West New Brighton-New Brighton-St. George                                  
02M416,Eleanor Roosevelt High School,M,"411 East 76th Street, Manhattan NY 10021(40.770288, -73.953276)",212-772-1220,212-772-1440,info@erhsnyc.net,erhsnyc.org,6 to 77th St,"BxM1, M101, M102, M103, M15, M15-SBS, M31, M66, M72, M79, M86-SBS, M98, Q102",543,8:20am,2:40pm,411 East 76th Street,Manhattan,10021,NY,MANHATTAN,40.770288,-73.953276,8,5,132,1045949,1014710005,Lenox Hill-Roosevelt Island                                                
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,M,"100 Amsterdam Avenue, Manhattan NY 10023(40.774202, -73.985976)",212-496-0700,212-724-5748,admissions@laguardiahs.org,laguardiahs.org,"1 to 66th St - Lincoln Center; 2, A, B, C, D to 59th St-Columbus Circle; 3 to 72nd St","BxM2, M10, M104, M11, M12, M20, M31, M5, M57, M66, M7, M72, X12, X14, X30, X42",2697,8am,4pm,100 Amsterdam Avenue,Manhattan,10023,NY,MANHATTAN,40.774202,-73.985976,7,6,151,1030341,1011560030,Lincoln Square                                                             
12X388,Pan American International High School at Monroe,X,"1300 Boynton Avenue, Bronx NY 10472(40.832508, -73.878191)",718-991-7238,718-991-7872,bbye@schools.nyc.gov,schools.nyc.gov/SchoolPortals/12/X388,6 to Elder Ave,"Bx11, Bx27, Bx36, Bx4, Bx4A",456,8:30am,5:30pm,1300 Boynton Avenue,Bronx,10472,NY,BRONX    ,40.832508,-73.878191,9,18,56,2027459,2038640001,West Farms-Bronx River                                                     
31R460,Susan E. Wagner High School,R,"1200 Manor Road, Staten Island NY 10314(40.588985, -74.130819)",718-698-4200,718-698-5213,drabinowitz@schools.nyc.gov,www.wagnerhigh.net,N/A,"S54, S57, S61, S91, X31",3301,8:10am,2:30pm,1200 Manor Road,Staten Island,10314,NY,STATEN IS,40.588985,-74.130819,2,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
12X321,Crotona Academy High School,X,"1211 Southern Boulevard, Bronx NY 10459(40.829306, -73.892243)",718-860-5370,,07X321@schools.nyc.gov,schools.nyc.gov/SchoolPortals/12/X321,"2, 5 to Freeman St; 6 to Whitlock Ave","Bx11, Bx17, Bx19, Bx21, Bx27, Bx35, Bx4, Bx4A, Bx5",159,"The LTW program assists students in overcoming obstacles that impede their progress toward a high school diploma. LTW offers academic and student support, career and educational exploration, work preparation, skills development, and internships that prepare students for rewarding employment and educational experiences after graduation. These LTW supports are provided by a community-based organization partner. ",,1211 Southern Boulevard,Bronx,10459,NY,BRONX    ,40.829306,-73.892243,3,17,125,2113777,2029750037,Morrisania-Melrose                                                         
20K490,Fort Hamilton High School,K,"8301 Shore Road, Brooklyn NY 11209(40.626827, -74.038103)",718-748-1537,718-836-3955,FortHamiltonHS@fthamiltonhs.org,fthhs.org,N/A,"B16, B37, B4, B63, X27, X37",4551,9am,3:45pm,8301 Shore Road,Brooklyn,11209,NY,BROOKLYN ,40.626827,-74.038103,10,43,46,3152318,3060130001,Bay Ridge                                                                  
24Q585,Maspeth High School,Q,"54-40 74th Street, Elmhurst NY 11373(40.729104, -73.887909)",718-803-7100,718-803-7105,info@maspethhighschool.org,maspethhighschool.org,N/A,"Q18, Q38, Q47, Q58, Q59, Q67, QM24, QM25, QM34",1046,8:15am,2:35pm,54-40 74th Street,Elmhurst,11373,NY,QUEENS   ,40.729104,-73.887909,5,30,49302,4062864,4028030001,Maspeth                                                                    
01M450,East Side Community School,M,"420 East 12th Street, Manhattan NY 10009(40.729152, -73.982472)",212-460-8467,212-260-9657,hsadmissions@eschs.org,www.eschs.org,6 to Astor Place; L to 1st Ave,"M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M8, M9",699,8:30am,3:30pm,420 East 12th Street,Manhattan,10009,NY,MANHATTAN,40.729152,-73.982472,3,2,34,1005974,1004390017,East Village                                                               
04M495,Park East High School,M,"230 East 105th Street, Manhattan NY 10029(40.790191, -73.944092)",212-831-1517,212-348-6097,medmonds@parkeasths.org,parkeasths.org,6 to 103rd St,"BxM1, BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M15, M15-SBS, M2, M3, M4, M96, M98",417,8:45am,3:15pm,230 East 105th Street,Manhattan,10029,NY,MANHATTAN,40.790191,-73.944092,11,8,170,1075643,1016540033,East Harlem South                                                          
04M555,Central Park East High School,M,"1573 Madison Avenue, Manhattan NY 10029(40.793649, -73.948488)",212-860-5929,212-860-6043,slisbon@schools.nyc.gov,centralparkeasths.org,"2, 3 to Central Park North-110th St; 6 to 103rd St; 6 to 110th St","BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M96, M98",490,9:05am,3:25pm,1573 Madison Avenue,Manhattan,10029,NY,MANHATTAN,40.793649,-73.948488,11,8,17401,1051515,1016120050,East Harlem South                                                          
21K728,Liberation Diploma Plus High School,K,"2865 West 19th Street, Brooklyn NY 11224(40.576976, -73.985413)",718-946-6812,718-946-6825,aleong@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K728,"D, F, N, Q to Coney Island-Stillwell Ave","B36, B64, B68, B74, B82, X28, X38",206,8:50am,3:10pm,2865 West 19th Street,Brooklyn,11224,NY,BROOKLYN ,40.576976,-73.985413,13,47,326,3329331,3070200039,Seagate-Coney Island                                                       
05M148,Eagle Academy for Young Men of Harlem,M,"6 Edgecombe Avenue, Manhattan NY 10030(40.817228, -73.947151)",212-694-6051,212-694-6053,CGraham11@schools.nyc.gov,eagleharlem.org,"1 to 137th St - City College; 2, 3, B, C to 135th St; A, D to 125th St","Bx19, Bx33, M1, M10, M100, M101, M102, M104, M11, M2, M3, M4, M5, M7",274,8:30am,3:07pm,6 Edgecombe Avenue,Manhattan,10030,NY,MANHATTAN,40.817228,-73.947151,10,9,22102,1059460,1019600001,Central Harlem North-Polo Grounds                                          
13K439,Brooklyn International High School,K,"49 Flatbush Avenue Extension, Brooklyn NY 11201(40.69733, -73.984528)",718-643-9315,718-643-9516,krucker@schools.nyc.gov,mybihs.org,"2, 3, 4, 5 to Court St-Borough Hall; A, C to High St; B, Q to DeKalb Ave; F to York St; R to Jay St-MetroTech","B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B65, B67, B69",361,8:45am,3:05pm,49 Flatbush Avenue Extension,Brooklyn,11201,NY,BROOKLYN ,40.69733,-73.984528,2,33,15,3000216,3001200020,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
02M376,NYC iSchool,M,"131 Avenue Of The Americas, Manhattan NY 10013(40.72463, -74.005058)",917-237-7300,212-219-0743,admissions@mail.nycischool.org,nycischool.org,"1, 6, A, J, N, Q, R, Z to Canal St; 4, B, D, F, M to Broadway-Lafayette St; C, E to Spring St; N, R to Prince St","BxM18, M20, M21, M5, X1, X10, X10B, X12, X17, X27, X28, X7, X9",449,9am,3:20pm,131 Avenue Of The Americas,Manhattan,10013,NY,MANHATTAN,40.72463,-74.005058,2,3,37,1007378,1004910016,SoHo-TriBeCa-Civic Center-Little Italy                                     
26Q430,Francis Lewis High School,Q,"58-20 Utopia Parkway, Fresh Meadows NY 11365(40.740875, -73.795049)",718-281-8200,718-746-2017,CMiaoulis@schools.nyc.gov,francislewishs.org,N/A,"Q17, Q30, Q31, Q88, QM1, QM31, QM35, QM5, QM7, QM8",4463,8:30am,3:15pm,58-20 Utopia Parkway,Fresh Meadows,11365,NY,QUEENS   ,40.740875,-73.795049,11,20,1417,4148763,4068820001,Auburndale                                                                 
07X495,University Heights Secondary School,X,"701 St. Anns Avenue, Bronx NY 10455(40.818041, -73.911633)",718-292-0578,718-292-4276,hjoseph4@schools.nyc.gov,UniversityHeightsHighSchool.org,"2, 5 to Jackson Ave","Bx13, Bx15, Bx17, Bx19, Bx2, Bx21, Bx4, Bx41, Bx41-SBS, Bx46, Bx4A, Bx6",467,8:45am,3pm,701 St. Anns Avenue,Bronx,10455,NY,BRONX    ,40.818041,-73.911633,1,17,71,2001153,2023590240,Melrose South-Mott Haven North                                             
22K405,Midwood High School,K,"2839 Bedford Avenue, Brooklyn NY 11210(40.632829, -73.952356)",718-724-8500,718-724-8515,MMcdonn2@schools.nyc.gov,midwoodhighschool.org,"2, 5 to Flatbush Ave-Brooklyn College","B103, B11, B41, B44, B44-SBS, B49, B6, B8, BM1, BM2, BM3, BM4, Q35",4017,8:45am,3:30pm,2839 Bedford Avenue,Brooklyn,11210,NY,BROOKLYN ,40.632829,-73.952356,14,45,772,3205788,3075530041,Flatbush                                                                   
10X445,Bronx High School of Science,X,"75 West 205th Street, Bronx NY 10468(40.879958, -73.889011)",718-817-7700,718-733-7951,golanc@bxscience.edu,bxscience.edu,4 to Bedford Park Blvd-Lehman College; B to Bedford Park Blvd,"Bx1, Bx10, Bx2, Bx22, Bx26, Bx28, Bx3, Bx38, BxM3, BxM4",2979,8am,3:45pm,75 West 205th Street,Bronx,10468,NY,BRONX    ,40.879958,-73.889011,7,11,409,2094706,2032510201,Van Cortlandt Village                                                      
22K630,Professional Pathways High School,K,"3000 Avenue X, Brooklyn NY 11235(40.593157, -73.936635)",718-332-6290,718-332-6296,ddecamp@schools.nyc.gov,schools.nyc.gov/SchoolPortals/22/K630,N/A,"B3, B31, B36, B4, B44, B44-SBS, BM3, BM4",209,9am,2:50pm,3000 Avenue X,Brooklyn,11235,NY,BROOKLYN ,40.593157,-73.936635,15,48,626,3203631,3074250002,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
24Q530,International High School at LaGuardia Community College,Q,"45-35 Van Dam Street, Long Island City NY 11101(40.743253, -73.933316)",718-392-3433,718-392-3443,jvalane@ihsnyc.org,ihsnyc.org,"7 to 33rd St; E, M, R to Queens Plaza","B24, B62, Q100, Q101, Q102, Q32, Q39, Q60, Q67, Q69",530,8am,3:30pm,45-35 Van Dam Street,Long Island City,11101,NY,QUEENS   ,40.743253,-73.933316,2,26,179,4003442,4002490001,Hunters Point-Sunnyside-West Maspeth                                       
24Q296,Pan American International High School,Q,"45-10 94th Street, Elmhurst NY 11373(40.743228, -73.871505)",718-271-3602,718-271-4041,ggonzalez3@panamericanihs.org,panamericanihs.org,7 to Junction Blvd,"Q29, Q38, Q53, Q58, Q72",498,8:20am,3:55pm,45-10 94th Street,Elmhurst,11373,NY,QUEENS   ,40.743228,-73.871505,4,25,463,4437166,4016000061,Elmhurst                                                                   
32K554,All City Leadership Secondary School,K,"321 Palmetto Street, Brooklyn NY 11237(40.697378, -73.913172)",718-246-6500,718-246-6509,EEsteve@schools.nyc.gov,schools.nyc.gov/SchoolPortals/32/K554,"L, M to Myrtle Ave-Wyckoff Ave","B13, B26, B38, B52, B54, B60, Q55, Q58",413,7:45am,2:30pm,321 Palmetto Street,Brooklyn,11237,NY,BROOKLYN ,40.697378,-73.913172,4,37,433,3413715,3033440136,Bushwick North                                                             
02M475,Stuyvesant High School,M,"345 Chambers Street, Manhattan NY 10282(40.718025, -74.013921)",212-312-4800,212-587-3874,02M475@schools.nyc.gov,stuy.edu,"1, 2, 3, A, C to Chambers St; E to World Trade Center; R to City Hall","BM1, BM2, BM3, BM4, BxM18, M20, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X15, X17, X17A, X19, X27, X28, X3, X4, X7, X8, X9",3365,8am,3:35pm,345 Chambers Street,Manhattan,10282,NY,MANHATTAN,40.718025,-74.013921,1,1,31703,1084587,1000160215,Battery Park City-Lower Manhattan                                          
13K430,Brooklyn Technical High School,K,"29 Ft Greene Place, Brooklyn NY 11217(40.688896, -73.976435)",718-804-6400,718-260-9245,info@bths.edu,bths.edu,"2, 3, 4, 5 to Nevins St; A to Hoyt & Schermerhorn; B, Q, R to DeKalb Ave; C to Lafayette Ave; D, N to Atlantic Ave-Barclays Center; G to Fulton St","B103, B25, B26, B37, B38, B41, B45, B52, B54, B62, B63, B65, B67, B69",5682,8:45am,3:15pm,29 Ft Greene Place,Brooklyn,11217,NY,BROOKLYN ,40.688896,-73.976435,2,35,33,3058752,3020980013,Fort Greene                                                                
03M479,Beacon High School,M,"522 West 44th Street, New York NY 10036(40.760858, -73.996262)",212-465-4230,212-465-4235,admissions@beaconschool.org,beaconschool.org,"A, C, E to 42nd St-Port Authority Bus Terminal","M104, M11, M12, M20, M34A-SBS, M34-SBS, M42, M50, X17J, X21, X22, X22A, X30, X31",1304,8am,2:20pm,522 West 44th Street,New York,10036,NY,MANHATTAN,40.760858,-73.996262,4,3,129,1026924,1010720015,Clinton                                                                    
31R605,Staten Island Technical High School,R,"485 Clawson Street, Staten Island NY 10306(40.568299, -74.117086)",718-667-3222,718-987-5872,BMalenfant@schools.nyc.gov,www.siths.org,SIR to New Dorp,"S57, S74, S76, S78, S79-SBS, S86, X1, X15, X2, X3, X4, X5, X7, X8, X9",1312,7:45am,2:30pm,485 Clawson Street,Staten Island,10306,NY,STATEN IS,40.568299,-74.117086,2,50,134,5107621,5042440001,New Dorp-Midland Beach                                                     
24Q299,Bard High School Early College Queens,Q,"30-20 Thomson Avenue, Long Island City NY 11101(40.744175, -73.937004)",718-361-3133,718-361-6742,oramos@bhsec.bard.edu,bard.edu/earlycollege,"7 to 33rd St; E, M, R to Queens Plaza; G to Court Sq-23rd St; N, Q to Queensboro Plaza","B62, Q100, Q101, Q102, Q32, Q39, Q60, Q66, Q67, Q69, X63, X64, X68",597,9am,3:20pm,30-20 Thomson Avenue,Long Island City,11101,NY,QUEENS   ,40.744175,-73.937004,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth                                       
09X350,New Directions Secondary School,X,"240 East 172nd Street, Bronx NY 10457(40.839307, -73.911366)",718-410-4343,718-410-4101,newstudent@ndssonline.org,ndssbx.org,"4, B, D to 170th St","Bx1, Bx11, Bx15, Bx18, Bx2, Bx32, Bx35, Bx41, Bx41-SBS, BxM4",251,8:20am,2:40pm,240 East 172nd Street,Bronx,10457,NY,BRONX    ,40.839307,-73.911366,4,16,225,2007806,2028170002,East Concourse-Concourse Village                                           
08X561,Bronx Compass High School,X,"1980 Lafayette Avenue, Bronx NY 10473(40.821218, -73.85593)",718-828-1206,718-828-3732,ChaunitaOrellana@Bronxcompass.org,bronxcompass.org,N/A,"Bx22, Bx27, Bx36, Bx39, Bx5, BxM8",469,8:30am,3:15pm,1980 Lafayette Avenue,Bronx,10473,NY,BRONX    ,40.82121,-73.85593,9,18,16,2022205,2036040039,Soundview-Castle Hill-Clason Point-Harding Park                            
